,Total
35,5,290,2,1195,278,680,2,16,158,302,270,314,0,122,286,155,79,528,263,572,178,408,80,168,0,199,5,121,125,532,279,427,1314,619,25,9997
36,6,323,20,1422,649,633,18,101,457,439,229,346,0,98,740,164,93,545,323,198,301,305,77,173,0,179,10,146,106,494,269,622,1682,688,78,11934
37,446,235,142,1883,924,497,52,181,4560,5703,237,326,2,108,673,186,92,574,387,228,4872,5746,73,145,0,190,19,295,157,484,434,930,368,635,176,31960
38,121,232,866,2394,955,4421,211,206,534,391,192,339,1,135,269,459,128,517,388,240,584,582,124,166,0,181,39,885,398,452,448,1339,659,563,313,19732
39,24200,842,9460,3361,7143,1668,15206,11660,1122,428,138,308,7228,93,190,1887,990,531,468,642,1048,503,111,149,9351,158,12745,2015,1212,471,488,2912,2405,623,1361,123117
40,2460,286,2713,3614,1323,575,499,239,839,331,181,340,4632,111,113,2811,1933,496,365,183,1141,307,92,171,4412,178,1395,113,1648,417,561,1045,462,577,1472,38035
41,164,219,909,2354,713,707,225,200,437,174,168,304,71,106,110,2522,757,555,435,293,542,181,95,152,58,164,232,95,946,400,372,669,57,547,1716,17649
42,461,255,1095,2246,857,701,209,41,386,138,164,325,27,92,95,541,272,511,340,190,452,163,110,174,15,153,27,82,338,403,523,561,28,577,853,13405
43,6,359,419,1875,1002,423,103,24,433,133,140,293,30,72,60,154,205,489,375,406,414,118,103,148,4,136,19,99,219,398,382,350,17,553,433,10394
44,10,222,154,1526,747,384,37,79,398,137,130,305,18,74,30,125,309,435,552,333,359,120,98,171,3,135,19,140,189,372,477,303,16,529,336,9272
45,12,135,132,1213,444,380,37,147,433,132,196,360,20,69,21,108,204,461,591,239,320,125,105,147,3,127,12,292,119,400,789,226,34,510,309,8852
46,0,95,298,1023,1025,440,5597,3903,343,190,211,324,7,77,18,96,169,462,352,246,209,158,98,158,2,119,10,857,138,398,731,184,32,539,228,18737
47,0,71,1351,640,2873,1426,909,2850,260,216,202,342,7,55,24,86,191,443,294,324,228,251,97,175,0,96,4,1421,93,382,405,162,56,502,213,16649
48,0,52,383,465,656,1718,83,169,347,339,187,335,15,70,10,108,146,407,229,218,342,411,108,155,2,100,5,93,135,322,358,134,85,470,259,8916
49,0,28,494,350,713,606,190,96,1029,658,183,291,7,59,8,86,143,422,217,229,1086,555,121,144,0,112,4,73,170,335,296,120,234,540,774,10373
50,1,28,577,295,677,455,186,8,2420,3555,223,292,5,63,6,97,131,396,228,248,1983,4176,138,122,2,84,4,65,161,357,249,95,369,483,419,18598
51,0,22,652,227,611,432,177,9,821,605,232,296,6,57,9,90,88,418,216,301,1660,225,111,160,0,96,3,103,210,320,238,112,480,469,154,9610
52,13,24,502,174,603,277,124,32,436,494,250,298,5,47,9,88,117,408,245,230,381,550,128,148,0,89,4,163,244,307,251,75,799,436,137,8088
53,101,12,246,123,785,160,34,33,360,146,227,253,2,61,9,103,163,399,254,240,319,177,143,152,0,88,0,278,290,329,249,69,691,474,94,7064
54,143,14,140,128,1678,201,805,1506,275,127,301,277,5,50,11,96,270,377,338,198,261,172,143,159,0,72,2,774,347,301,259,77,984,450,112,11053
55,152,13,1900,92,1429,263,684,84,240,99,319,299,2,30,6,99,204,389,454,264,205,107,234,156,0,65,3,930,408,313,290,71,976,424,93,11297
56,13672,6,3098,74,1032,308,601,46,216,106,363,259,6,43,8,115,153,376,531,244,190,124,230,171,0,85,4,66,676,327,363,54,587,436,119,24689
57,128,7,534,54,796,408,28,38,259,105,351,308,4,38,7,171,131,404,385,198,222,88,217,159,0,54,1,83,248,275,552,57,63,368,88,6829
58,201,5,37,48,663,392,5,4,243,113,342,284,6,45,5,484,124,372,453,218,308,111,177,175,0,65,3,66,185,272,397,67,32,395,617,6914
